year,month,location,address,a_d_classification,car_sedan,car_van,car_twowheels,car_special,car_truck
2019,10,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,41178,3212,14429,220,7131
2019,10,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,92485,4690,24338,423,15200
2019,10,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,117291,4618,16678,286,15340
2019,10,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,41178,3212,14429,220,7131
2019,10,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,67113,2453,16206,113,6910
2019,10,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2019,10,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,81026,3706,23808,178,12917
2019,10,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,133015,5483,14979,346,13282
2019,11,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,212421,5956,17060,408,15948
2019,11,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,159296,4883,12632,351,16840
2019,11,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,118283,4635,16665,287,15385
2019,11,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,89989,5333,20246,182,10849
2019,11,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63374,3808,21917,162,9121
2019,11,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,174985,7367,18714,419,21108
2019,11,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,174985,7367,18714,419,21108
2019,11,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,103122,4576,24636,271,12356
2019,11,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2019,11,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,83349,3286,18332,273,12347
2019,11,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,120427,6131,16128,362,17521
2019,11,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,69678,4192,11554,160,13309
2019,11,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,67066,2444,16162,106,6906
2019,11,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,133068,5453,14947,348,13233
2019,11,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81725,3714,14860,237,10849
2019,11,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,212421,5956,17060,408,15948
2019,11,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,81181,3683,23772,179,12910
2019,11,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,93356,3184,15176,375,8709
2019,11,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,93356,3184,15176,375,8709
2019,11,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,101454,4142,17273,259,12077
2019,11,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,101454,4142,17273,259,12077
2019,11,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63374,3808,21917,162,9121
2019,11,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,75121,3296,14881,308,8446
2019,11,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,89989,5333,20246,182,10849
2019,11,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,159296,4883,12632,351,16840
2019,11,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,89989,5333,20246,182,10849
2019,11,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,103104,5064,26617,183,11007
2019,11,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,212421,5956,17060,408,15948
2019,11,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,206034,6970,21305,419,27050
2019,11,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,69678,4192,11554,160,13309
2019,11,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,101454,4142,17273,259,12077
2019,11,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,128758,4998,18889,571,15400
2019,11,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,116291,5089,16338,1193,19223
2019,11,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,116291,5089,16338,1193,19223
2019,11,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,206034,6970,21305,419,27050
2019,11,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,67066,2444,16162,106,6906
2019,11,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,111577,5065,20958,286,13079
2019,11,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,75121,3296,14881,308,8446
2019,11,정릉로,서울 성북구 돈암동 8-164번지 ,11080,103104,5064,26617,183,11007
2019,11,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,40932,3788,13277,182,5174
2019,11,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,40932,3788,13277,182,5174
2019,11,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,41130,3203,14408,223,7144
2019,11,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,92454,4682,24321,425,15156
2019,11,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,118283,4635,16665,287,15385
2019,11,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,41130,3203,14408,223,7144
2019,11,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,67066,2444,16162,106,6906
2019,11,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2019,11,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,81181,3683,23772,179,12910
2019,11,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,133068,5453,14947,348,13233
2019,12,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,213230,5948,17072,406,15831
2019,12,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,159258,4851,12419,351,16722
2019,12,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,119220,4618,16668,290,15421
2019,12,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,89939,5316,20165,181,10827
2019,12,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63342,3768,21890,160,9094
2019,12,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,175694,7348,18652,425,21208
2019,12,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,175694,7348,18652,425,21208
2019,12,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,102976,4526,24515,270,12278
2019,12,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2019,12,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,83181,3382,18277,273,12463
2019,12,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,120424,6156,15663,367,17518
2019,12,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,69930,4169,11569,157,13325
2019,12,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,67160,2431,16145,113,6817
2019,12,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,133071,5429,14905,347,13224
2019,12,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81714,3685,14848,237,10799
2019,12,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,213230,5948,17072,406,15831
2019,12,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,81208,3647,23727,180,12875
2019,12,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,93256,3164,15156,374,8678
2019,12,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,93256,3164,15156,374,8678
2019,12,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,101540,4133,17228,260,11974
2019,12,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,101540,4133,17228,260,11974
2019,12,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63342,3768,21890,160,9094
2019,12,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,75150,3249,14805,308,8397
2019,12,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,89939,5316,20165,181,10827
2019,12,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,159258,4851,12419,351,16722
2019,12,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,89939,5316,20165,181,10827
2019,12,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,103131,5026,26544,184,10980
2019,12,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,213230,5948,17072,406,15831
2019,12,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,206270,6823,21353,419,27047
2019,12,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,69930,4169,11569,157,13325
2019,12,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,101540,4133,17228,260,11974
2019,12,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,128764,4970,18844,571,15368
2019,12,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,116250,5048,16263,1219,19493
2019,12,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,116250,5048,16263,1219,19493
2019,12,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,206270,6823,21353,419,27047
2019,12,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,67160,2431,16145,113,6817
2019,12,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,111468,5014,20880,279,13059
2019,12,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,75150,3249,14805,308,8397
2019,12,정릉로,서울 성북구 돈암동 8-164번지 ,11080,103131,5026,26544,184,10980
2019,12,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,40900,3772,13269,180,5200
2019,12,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,40900,3772,13269,180,5200
2019,12,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,41182,3202,14353,224,7128
2019,12,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,92545,4635,24327,429,15114
2019,12,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,119220,4618,16668,290,15421
2019,12,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,41182,3202,14353,224,7128
2019,12,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,67160,2431,16145,113,6817
2019,12,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2019,12,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,81208,3647,23727,180,12875
2019,12,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,133071,5429,14905,347,13224
2020,1,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,213444,5906,16923,411,15836
2020,1,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,159303,4845,12346,351,16844
2020,1,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,120775,4637,16705,291,15446
2020,1,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,89820,5286,20088,189,10840
2020,1,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63397,3741,21898,161,9083
2020,1,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,175762,7365,18666,423,21365
2020,1,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,175762,7365,18666,423,21365
2020,1,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,103013,4510,24427,271,12274
2020,1,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2020,1,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,83209,3352,18254,272,12473
2020,1,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,120824,6132,15676,371,17398
2020,1,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,70090,4146,11561,157,13281
2020,1,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,67255,2441,16127,113,6783
2020,1,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,133355,5430,14877,351,13244
2020,1,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81595,3681,14790,240,10806
2020,1,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,213444,5906,16923,411,15836
2020,1,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,81306,3628,23707,178,12852
2020,1,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,93154,3150,15154,374,8677
2020,1,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,93154,3150,15154,374,8677
2020,1,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,101705,4113,17187,260,12002
2020,1,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,101705,4113,17187,260,12002
2020,1,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63397,3741,21898,161,9083
2020,1,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,75509,3250,14820,307,8425
2020,1,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,89820,5286,20088,189,10840
2020,1,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,159303,4845,12346,351,16844
2020,1,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,89820,5286,20088,189,10840
2020,1,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,103189,5004,26491,183,11015
2020,1,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,213444,5906,16923,411,15836
2020,1,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,206484,6825,21318,428,27282
2020,1,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,70090,4146,11561,157,13281
2020,1,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,101705,4113,17187,260,12002
2020,1,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,128883,4955,18861,574,15367
2020,1,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,116055,4988,16268,1254,19537
2020,1,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,116055,4988,16268,1254,19537
2020,1,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,206484,6825,21318,428,27282
2020,1,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,67255,2441,16127,113,6783
2020,1,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,111492,5011,20825,287,13052
2020,1,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,75509,3250,14820,307,8425
2020,1,정릉로,서울 성북구 돈암동 8-164번지 ,11080,103189,5004,26491,183,11015
2020,1,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,40940,3778,13239,180,5200
2020,1,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,40940,3778,13239,180,5200
2020,1,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,40841,3207,14378,225,7138
2020,1,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,92513,4624,24325,428,15149
2020,1,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,120775,4637,16705,291,15446
2020,1,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,40841,3207,14378,225,7138
2020,1,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,67255,2441,16127,113,6783
2020,1,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2020,1,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,81306,3628,23707,178,12852
2020,1,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,133355,5430,14877,351,13244
2020,2,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,213275,5871,16797,415,15815
2020,2,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,159251,4815,12328,355,16710
2020,2,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,122818,4634,16693,293,15392
2020,2,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,89474,5284,20066,186,10810
2020,2,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63285,3743,21907,167,9070
2020,2,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,174965,7294,18656,436,21305
2020,2,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,174965,7294,18656,436,21305
2020,2,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,102620,4480,24398,271,12275
2020,2,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2020,2,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,83001,3334,18242,275,12479
2020,2,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,120145,6049,15650,368,17377
2020,2,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,69929,4116,11573,160,13289
2020,2,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,67112,2423,16149,114,6778
2020,2,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,133196,5392,14859,352,13232
2020,2,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81227,3668,14774,239,10835
2020,2,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,213275,5871,16797,415,15815
2020,2,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,81141,3599,23724,180,12792
2020,2,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,92897,3121,15162,375,8673
2020,2,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,92897,3121,15162,375,8673
2020,2,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,101788,4100,17190,262,11982
2020,2,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,101788,4100,17190,262,11982
2020,2,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63285,3743,21907,167,9070
2020,2,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,75785,3230,14779,298,8427
2020,2,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,89474,5284,20066,186,10810
2020,2,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,159251,4815,12328,355,16710
2020,2,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,89474,5284,20066,186,10810
2020,2,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,102957,4986,26412,179,10980
2020,2,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,213275,5871,16797,415,15815
2020,2,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,206228,6758,21321,429,27256
2020,2,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,69929,4116,11573,160,13289
2020,2,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,101788,4100,17190,262,11982
2020,2,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,128676,4925,18869,578,15295
2020,2,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,116626,4981,16291,1279,19546
2020,2,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,116626,4981,16291,1279,19546
2020,2,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,206228,6758,21321,429,27256
2020,2,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,67112,2423,16149,114,6778
2020,2,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,111187,4966,20806,285,13014
2020,2,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,75785,3230,14779,298,8427
2020,2,정릉로,서울 성북구 돈암동 8-164번지 ,11080,102957,4986,26412,179,10980
2020,2,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,40922,3773,13238,184,5215
2020,2,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,40922,3773,13238,184,5215
2020,2,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,40775,3211,14422,231,7060
2020,2,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,92242,4611,24260,435,15145
2020,2,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,122818,4634,16693,293,15392
2020,2,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,40775,3211,14422,231,7060
2020,2,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,67112,2423,16149,114,6778
2020,2,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2020,2,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,81141,3599,23724,180,12792
2020,2,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,133196,5392,14859,352,13232
2020,3,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,213162,5803,17002,411,15818
2020,3,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,159050,4786,12341,358,16819
2020,3,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,124781,4617,16806,297,15431
2020,3,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,89392,5169,20035,188,10781
2020,3,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63156,3720,21953,169,9036
2020,3,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,175339,7290,18674,432,21282
2020,3,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,175339,7290,18674,432,21282
2020,3,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,102444,4458,24488,272,12278
2020,3,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2020,3,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,82752,3295,18292,276,12449
2020,3,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,120025,6003,15695,372,17361
2020,3,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,69930,4092,11613,158,13268
2020,3,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,67171,2385,16185,116,6809
2020,3,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,133187,5360,14865,347,13274
2020,3,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81174,3633,14791,243,10801
2020,3,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,213162,5803,17002,411,15818
2020,3,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,81307,3569,23682,181,12761
2020,3,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,92931,3120,15167,372,8646
2020,3,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,92931,3120,15167,372,8646
2020,3,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,101973,4037,17235,268,12033
2020,3,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,101973,4037,17235,268,12033
2020,3,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63156,3720,21953,169,9036
2020,3,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,76195,3207,14800,292,8343
2020,3,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,89392,5169,20035,188,10781
2020,3,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,159050,4786,12341,358,16819
2020,3,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,89392,5169,20035,188,10781
2020,3,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,103022,4962,26450,187,11011
2020,3,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,213162,5803,17002,411,15818
2020,3,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,206020,6717,21240,439,27798
2020,3,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,69930,4092,11613,158,13268
2020,3,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,101973,4037,17235,268,12033
2020,3,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,128647,4889,19056,582,15240
2020,3,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,116901,4981,16353,1290,19592
2020,3,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,116901,4981,16353,1290,19592
2020,3,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,206020,6717,21240,439,27798
2020,3,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,67171,2385,16185,116,6809
2020,3,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,111081,4927,20800,290,12965
2020,3,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,76195,3207,14800,292,8343
2020,3,정릉로,서울 성북구 돈암동 8-164번지 ,11080,103022,4962,26450,187,11011
2020,3,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,40877,3774,13322,189,5220
2020,3,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,40877,3774,13322,189,5220
2020,3,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,40677,3275,14484,234,6974
2020,3,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,91998,4588,24319,425,15106
2020,3,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,124781,4617,16806,297,15431
2020,3,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,40677,3275,14484,234,6974
2020,3,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,67171,2385,16185,116,6809
2020,3,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2020,3,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,81307,3569,23682,181,12761
2020,3,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,133187,5360,14865,347,13274
2020,4,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,212894,5771,16979,412,15832
2020,4,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,159287,4762,12375,354,16719
2020,4,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,125956,4565,16899,309,15435
